Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry,Fax,Other Phones,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Shipping Street,Shipping City,Shipping State/Province,Shipping Zip/Postal Code,Shipping Country
,"Ag Reserves, Inc",2130645,12/23/2025 12:00 PM,,Feed,,Office (801-667-3500),PO Box 10,Elberta,UT,84626,USA,16100 S 12800 W Street,Elberta,UT,84626,USA
,Ozark Organics New Mill,2140070,7/15/2025 12:00 PM,,Feed,,,19 Prairie Lane,Buffalo,MO,65622,USA,34 Kelly Road,Buffalo,MO,65622,USA
,"J.E. Meuret Grain Company, Inc. Pierce",2277268,,,Grain,,Office (402-750-4787),101 Franklin St,Brunswick,NE,68720,USA,225 E Nebraska Street,Pierce,NE,68767,USA
,Farmers Win Cooperative,2277680,,,Feed,,,,,,,,300 N Grant,Houston,MN,55943,USA
,Nutrius Animal Nutrition Hereford,2289927,11/5/2025 12:00 PM,,Feed,,Office (806-364-5211),3730 S Progressive Road,Hereford,TX,79045,USA,3730 S Progressive Road,Hereford,TX,79045,USA
,Coastal AgroBusiness Dillon ,2323651,1/28/2026 12:00 PM,,Agronomy-Dry,,Office (843-632-0094),,,,,,1675 Old Latta Highway,South Dillon,SC,29536,USA
,Rosedale Colony,2542571,2/6/2026 12:00 PM,,Feed,,Mill (587-787-2456),,,,,,Box 569,Etzikom,AB,T0K 0W0,Canada
,Performance Plus Grand Island,2569504,,,Feed,,,,,,,,7150 Saint Paul Road,Grand Island,NE,68801-9225,USA
,"Pine Lake Corn Processors, LLLP",2572315,,,Feed,,,,,,,,33371 170th Street,Steamboat Rock,IA,50672,USA
,Rio Creek Milling,2821179,,,Feed,,,,,,,,715 Frontier Rd,Luxemburg,WI,54217,USA
,Wilbur Ellis Woodland CA,2821195,12/4/2025 12:00 PM,,Agronomy-Liquid,,Office (989-529-6501),1785 E Beamer Street,Woodland ,CA,95776,USA,1785 E Beamer Street,Woodland ,CA,95776,USA
,Michael Stamer Farms,2840451,,,Feed,,Office (320-995-6581),13259 15th Street SW,Willmar,MN,56201,USA,13259 15th Street SW,Willmar,MN,56201,USA
,MFA Aurora,2841066,8/24/2025 12:00 PM,,Feed,,Office (417-678-3200),201 Ray Young Drive,Columbia,MO,65201,USA,303 W Olive St,Aurora,MO,65605,USA
,Wilbur Ellis St. Joe MO,2856209,,,Agronomy-Dry,,Office (530-329-9619),,,,,,745 S 4th St,ST. Joe,MO,64501,USA
,Ebenfeld Colony,2920145,2/15/2026 12:00 PM,,Feed,,,,,,,,PO Box 1060,Moosejaw,SK,S6H 4P8,Canada
,MFA Corporate,2923089,,,Other,,,,,,,,,,,,
,Mars Horsecare Us Inc.,2943920,11/22/2025 12:00 PM,,Feed,,Mill (330-870-3823),,,,,,330 E Schultz Ave,Dalton,OH,44618,USA
,Kreher Family Farms Wolcott,2947537,9/26/2025 12:00 PM,,Feed,,Office (315-594-2906),5411 Davison Road,Clarence,NY ,14031,USA,6864 Wadsworth Street Road,Wolcott,NY,14590,USA
,Keystone Cooperative Idaville,2949437,2/28/2026 12:00 PM,,Agronomy-Liquid,,,,,,,,200 N 950 E,Monticello,IN,47960,USA
,Daybreak Foods Corporate,2951169,,,Feed,,,,,,,,,,,,
,New Fashion Pork,2953636,,,Feed,,,,,,,,1816 IA Hwy 4 South,Estherville,IA,,USA
,Cenex Harvest States South Mandan (CHS) - Midwest Ag,2957500,1/1/2026 12:00 PM,,Feed,,,,,,,,2356 Sunny Road,South Mandan,ND,58554,USA
,Heartland Cooperative Winterset,2968195,11/6/2025 12:00 PM,,Feed,,,,,,,,1506 N 1st Street,Winterset,IA,50273,USA
,Midwest Poultry Services North Manchester,2970710,,,Feed,,Office (574-353-7651),,,,,,800 Wabash Road,North Manchester,IN,46962,USA
,Cooperative Farmers Elevator Hartley,1989111,2/10/2026 12:00 PM,,Feed,712-728-2761,Office (712-728-2945),PO Box 69,Ocheyedan,IA,51354,USA,333 South Central Ave,Hartley,IA,51346,USA
,Morning Fresh Farms ,1989155,8/18/2025 12:00 PM,,Feed,,Office (623-872-1120),15121 Co Rd 32,Platteville,CO,80651,USA,19166 Colorado Highway #52,Fort Lupton,CO,80621,USA
,Durango Brewery,1989196,,,Brewery,,,2nd & Grant,La Junta,CO,81050,USA,2nd & Grant,La Junta,CO,81050,USA
,Eichner Hog Farm,1989250,,,Feed,,Mobile (612-581-5387),13625 Yale Avenue,Hamburg,MN,55339,USA,13625 Yale Avenue,Hamburg,MN,55339,USA
,Evergreen Colony,1989255,5/1/2026 12:00 PM,,Feed,605-324-3423,Mill (605-324-3492);Office (605-324-3303),35691 156th Street,Faulkton,SD,57438,USA,35691 156th Street,Faulkton,SD,57438,USA
,Farmers Cooperative Association Keota,1989280,3/3/2026 12:00 PM,,Feed,641-636-2460,Office (641-636-3060);Office (641-636-3748);Mill (641-636-2398),"110 S. Keokuk Washington RdPO Box 78",Keota,IA,52248,USA,"110 S. Keokuk Washington RdPO Box 78",Keota,IA,52248,USA
,Five Star Cooperative New Hampton ,1989291,2/5/2026 12:00 PM,,Feed,641-394-6177,Mill (641-394-3753);Office (641-394-3753),1949 Linn Avenue,New Hampton,IA,50659,USA,Box 151,New Hampton,IA,50659,USA
,SCF / Lewis And Clark,2540859,3/21/2026 12:00 PM,,Agronomy-Dry,,,,,,,,,Madison,IL,,USA
,Stevens Feed Mill,2757106,,,Feed,,Office (570-837-3606),,,,,,2801 Paxtonville Road,Middleburg,PA,17842,USA
,Oshkosh Heifer Development,2799910,11/4/2025 12:00 PM,,Cattle,,Office (308-772-3237),PO Box 440,Oshkosh,NE,66154,USA,16780 Hwy 26,Oshkosh,NE,66154,USA
,Dultmeier,2841142,,,Agronomy-Liquid,,Office (402-740-6450),,,,,,13808 Industrial Road,Omaha,NE,68137,USA
,AMVC Corporate,2948759,,,Feed,,,,,,,,508 Market Street,Audubon,IA,50025,USA
,Cal Maine Foods Dexter,2959254,6/1/2026 12:00 PM,,Feed,,,"1052 Highland Colony Parkway, #200",Ridgeland,MS,39157,USA,12845 Co. Road 717,Dexter,MO,63841,USA
,Eagle Creek Farms,2350909,,,Feed,,Office (402-925-2334);Mill (402-340-0599),47759 883rd Road,Atkinson,NE,68713,USA,47759 883rd Road,Atkinson,NE,68713,USA
,State of Virginia DOT,2647569,,,Other,,Office (410-276-4466),1701 South Highland Ave,Baltimore,MD,21224,USA,,Chantilly,VA,,USA
,Milford Colony Raymond,1989462,,,Feed,,Office (403-752-4175),Box 244,Raymond,AB,T0K 2S0,Canada,Box 244,Raymond,AB,T0K 2S0,Canada
,Advanced Micronutrient Products,2244779,,,Agronomy-Dry,,,,,,,,2405 W Vassar Rd,Reese,MI,48757,USA
,Ridley Block,1989551,11/17/2025 12:00 PM,,Feed,507-376-4570,Office (507-376-9721);Mill (888-859-9424),2740 County Road 35 East,Worthington,MN,56187,USA,2740 County Road 35 East,Worthington,MN,56187,USA
,Fluit Farms,2965825,,,Feed,,,,,,,,,,,,
,A And L Spronk Farms,1980423,2/1/2026 12:00 PM,,Feed,,Office (1-507-227-4822);Office (507-215-0239),642 190th Ave,Edgerton,MN,56128,USA,642 190th Ave,Edgerton,MN,56128,USA
,Hord Feed And Grain,1980430,8/26/2025 12:00 PM,,Feed,,Mill (507-825-2266);Office (507-825-5462),319 N Hiawatha,Pipestone,MN,56164,USA,319 N Hiawatha,Pipestone,MN,56164,USA
,Ag Partners Pine Island,1980958,6/19/2026 12:00 PM,,Feed,507-356-8881,Office (800-356-8313);Office (507-356-8102);Mill (507-356-8313);Office (651-923-4496),PO Box 218,Goodhue,MN,55027,USA,417 North Main St,Pine Island,MN,55963,USA
,"Ag Production Enterprises, Inc. ",1980974,,,Feed,,Mill (812-663-4550);Office (812-663-4550),6564 W Cty Rd 100 N,Greensburg,IN,47240,USA,6564 W Cty Rd 100 N,Greensburg,IN,47240,USA
,Ag West Feed And Supply,1980989,2/17/2026 12:00 PM,,Feed,,Office (308-784-2201),41581 Highway 30,Cozad,NE,69130,USA,41581 Highway 30,Cozad,NE,69130,USA
,Agri Way Partners LLC,1980990,7/29/2025 12:00 PM,,Feed,319-256-6020,Office (319-256-6000),312 East Hwy 78,Wayland,IA,52654,USA,312 East Hwy 78,Wayland,IA,52654,USA
,More Than Just Feed Red Deer,1986513,8/8/2025 12:00 PM,,Feed,,Office (403-346-8312),"Site 1, 71 Queensland Crescent",Red Deer,AB,T4N 5E1,Canada,"Site 1, 71 Queensland Crescent",Red Deer,AB,T4N 5E1,Canada
,American Colloid Neenah,1986515,4/2/2026 12:00 PM,,Other,,Office (920-722-7754),PO Box 726,Neenah,WI,54957-0726,USA,901 Acco Avenue,Neenah,WI,54957-0726,USA
,American Colloid Troy,1986523,5/5/2026 12:00 PM,,Other,,Office (812-547-3567),11645 State Road 545,Troy,IN,47588,USA,11645 State Road 545,Troy,IN,47588,USA
,Audubon Manning Veterinary Clinics Crawfordsville (AMVC),1986527,9/19/2025 12:00 PM,,Feed,,Office (765-230-6847);Mill (712-563-2683),1885 Highway 71,Audobon,IA,50025,USA,94 North 600 East,Crawfordsville,IN,47933,USA
,Audubon Manning Veterinary Clinics Wyoming (AMVC),1986528,7/10/2025 12:00 PM,,Feed,,Office (712-563-2080);Mill (307-331-2867),1885 Highway 71,Audubon,IA,50025,USA,"12 Antelope Rd PO Box 880",Guernsey,WY,82214,USA
,Applewood Farms LLC - CLOSED,1986529,,,Feed,,Office (217-452-7292);Mill (217-458-2662),5793 Route 78 North,Virginia,IL,62691,USA,5793 Route 78 North,Virginia,IL,62691,USA
,B And B Farm Store,1986615,,,Feed,,Office (319-827-1500);Mill (319-827-1463),PO Box 546,Jesup,IA,50648,USA,1134 220th Street,Jesup,IA,50648,USA
,Back Forty Feed,1986616,2/1/2026 12:00 PM,,Feed,,Office (320-760-5219),30098 US Hwy 59 S,Morris,MN,56267,USA,30098 US Hwy 59 S,Morris,MN,56267,USA
,Baker Colony,1986619,8/20/2025 12:00 PM,,Feed,,Office (587-787-2440),Box 452,Foremost,AB,T0K-0X0,Canada,Box 452,Foremost,AB,T0K-0X0,Canada
,Baseline Pork / DaCosta,1986620,12/21/2025 12:00 PM,,Feed,,Mill (519-879-6451),812305 Baseline Rd,LaSalette,ON,NOE-1HO,Canada,812305 Baseline Rd,LaSalette,ON,NOE-1HO,Canada
,Bedford Farm Bureau Cooperative,1986637,8/14/2025 12:00 PM,,Feed,814-623-1488,Office (814-793-2721),,,,,,1629 Curryville Road,Martinsburg,PA,16662,USA
,Belgrade Grain,1986638,5/17/2026 12:00 PM,,Grain,,Mill (320-254-0051);Office (320-254-0053),224 Martin Ave,Belgrade,MN,56312,USA,224 Martin Ave,Belgrade,MN,56312,USA
,Belstra Milling,1986647,11/4/2025 12:00 PM,,Feed,,Mill (219-987-4343);Office (219-987-4343),424 15th Street SE,DeMotte,IN,46310,USA,424 15th Street SE,DeMotte,IN,46310,USA
,Bentdale Farms,1988999,,,Feed,,Office (507-776-2510),2315 210th Avenue,Truman,MN,56088,USA,2315 210th Avenue,Truman,MN,56088,USA
,Berg Pork LTD,1989000,8/5/2025 12:00 PM,,Feed,,Mobile (319-461-4867),108 N Jefferson Street,Keota,IA,52248,USA,23261 300th Avenue,Harper,IA,52231,USA
,Biddle Farms,1989003,3/7/2026 12:00 PM,,Feed,,Mobile (309-582-6869);Office (309-584-4539),1216 State Hwy 17,Joy,IL,61260,USA,1216 State Hwy 17,Joy,IL,61260,USA
,Beusekom Farms LTD,1989001,,,Feed,,Office (403-892-3861),PO Box 1629,Fort Macleod,AB,T0L-0C4,Canada,PO Box 1629,Fort Macleod,AB,T0L-0C4,Canada
,3331039 Nova Scotia Limited,1989011,9/1/2025 12:00 PM,,Feed,,,PO Box 392,Canning,NS,B0P 1H0,Canada,410 North Aldershot Rd,Steam Mill,NS,B4N 3V9,Canada
,Big Rose Colony,1989013,3/9/2026 12:00 PM,,Feed,,Office (406-337-3223),25 Big Rose Colony Lane,Shelby,MT,59474,USA,25 Big Rose Colony Lane,Shelby,MT,59474,USA
,Big Gain Research Farm,1989012,,,Feed,,Office (507-387-7971);Office (507-246-5047);Mobile (507-385-7239),"416 MathewsBox 308",Mankato,MN,56002,USA,"416 MathewsBox 308",Mankato,MN,56002,USA
,Big Valley Milling,1989015,5/4/2026 12:00 PM,,Feed,,Office (320-269-8854);Office (320-269-8854),4090 73rd Ave SW,Montevideo ,MN,56265,USA,4090 73rd Ave SW,Montevideo ,MN,56265,USA
,North Country Feeds LTD,1989017,6/12/2026 12:00 PM,,Feed,,Office (204-829-3687),NW 15-2-3W,Plum Coulee,MB,R0G-1R0,Canada,NW 15-2-3W,Plum Coulee,MB,R0G-1R0,Canada
,Bluegrass Colony,1989019,2/1/2026 12:00 PM,,Feed,,Office (403-642-2475),"Penner Farm Services102-6660 Taylor Drive",Red Deer,AB,T4P-1Y3,Canada,Box 99 South of 27 Township Range 16 SW,Warner,AB,T0K-2L0,Canada
,Blue Ridge Aquaculture Inc. ,1989020,5/26/2026 12:00 PM,,Other,276-632-9192,Office (276-632-9440),PO Box 1152,Martinsville,VA,24112,USA,555 Industrial Park Drive,Ridgeway,VA,24148,USA
,Meyer Farms,1989029,1/14/2026 12:00 PM,,Feed,,Mobile (507-360-6366);Mobile (507-360-1122),73537 365 St,Round Lake,MN,56167,USA,73537 365 St,Round Lake,MN,56167,USA
,Boerboom Ag Resources LLC,1989031,10/2/2025 12:00 PM,,Feed,507-532-7358,Office (507-532-7351),3173 State Hwy 19,Marshall,MN,56258,USA,3173 State Hwy 19,Marshall,MN,56258,USA
,Bon Homme Colony Tabor SD,1989033,4/20/2026 12:00 PM,,Feed,,Mill (605-463-2114);Office (605-463-2422),"31230 Colony RoadBox 59",Tabor,SD,57063,USA,"31230 Colony RoadBox 59",Tabor,SD,57063,USA
,Dan Carlisle,1989077,,,Feed,217-746-5471,Mill (217-242-9932);Office (217-746-8691),2041 North Co. Rd. 1800,Carthage,IL,62321,USA,2041 North Co. Rd. 1800,Carthage,IL,62321,USA
,Westside Partners ,1989076,3/16/2026 12:00 PM,,Feed,,Office (507-483-2468),PO Box 314,Adrian,MN,56110,USA,313 W. Pearl St,Adrian,MN,56110,USA
,Central Valley Ag Utica (CVA),1989099,8/4/2025 12:00 PM,,Feed,402-534-3478,Office (402-534-2008),PO Box 429,York,NE,68467,USA,755 1st Street,Utica,NE,68456,USA
,Central Valley Ag Wakefield (CVA),1989100,,,Feed,402-287-2007,Office (402-287-2565),PO Box 148,Wakefield,NE,68784,USA,PO Box 148,Wakefield,NE,68784,USA
,Claremont Colony,1989149,1/29/2026 12:00 PM,,Feed,605-793-2448,Office (605-793-2352);Office (605-793-2355);Mill (605-880-9007),46271 184th St,Castlewood,SD,57223-5322,USA,46271 184th St,Castlewood,SD,57223-5322,USA
,Koster Farms,1989183,1/16/2026 12:00 PM,,Feed,,Mill (815-499-8292);Office (815-625-3792),3201 W Science Ridge Road,Sterling,IL,61081,USA,3201 W Science Ridge Road,Sterling,IL,61081,USA
,Daybreak Foods Estherville,1989185,2/16/2026 12:00 PM,,Feed,,Office (712-859-3663);Mill (712-362-7224),PO Box 800,Lake Mills,WI,53551,USA,1959 Hwy 4 S,Estherville,IA,51334,USA
,Daybreak Foods Graettinger,1989186,2/16/2026 12:00 PM,,Feed,712-859-3664,Mill (712-363-2174);Mill (712-209-2518);Office (712-859-3663),4768 280th Street,Graettinger,IA,51342,USA,4768 280th Street,Graettinger,IA,51342,USA
,Nick Dolezal,1989227,4/11/2026 12:00 PM,,Feed,,Office (507-828-2743),74165 County Road 1,Danube,MN,56320,USA,74165 County Road 1,Danube,MN,56320,USA
,Doon Elevator Feed Mill 1,1989228,2/1/2026 12:00 PM,,Feed,,Office (712-726-3215),301 Gere Avenue,Doon,IA,51235,USA,301 Gere Avenue,Doon,IA,51235,USA
,EM Heard And Son,1989233,1/30/2026 12:00 PM,,Feed,,Office (270-393-1965);Office (270-780-0263),3767 Galloway Mill Road,Rockfield,KY,42274,USA,3767 Galloway Mill Road,Rockfield,KY,42274,USA
,Dunkerton Cooperative,1989232,8/15/2025 12:00 PM,,Feed,319-822-7700,Mill (319-822-2426);Office (319-822-4291),509 West Dunkerton St,Dunkerton,IA,50626,USA,509 West Dunkerton St,Dunkerton,IA,50626,USA
,Early Bird Feed Mill,1989237,10/25/2025 12:00 PM,,Feed,309-965-2559,Office (309-965-2555),381 State Route 117,Goodfield,IL,61742,USA,381 State Route 117,Goodfield,IL,61742,USA
,East End Colony Chicken Mill,1989239,12/1/2025 12:00 PM,,Feed,,Office (406-398-5355),PO Box 297,Havre,MT,59501,USA,Shepard Road,Havre,MT,59501,USA
,Mid Iowa Milling Jesup,1989242,9/19/2025 12:00 PM,,Feed,319-827-1748,Mill (319-269-3048);Office (319-827-6226);Office (319-827-2353);Mill (641-366-3236),PO Box 160,Conrad,IA,50621,USA,661 Douglas Street,Jesup,IA,50648,USA
,East End Colony Hog Mill,1989240,3/1/2026 12:00 PM,,Feed,,Mill (406-398-5355);Office (406-398-5355),PO Box 297,Havre,MT,59501,USA,Shepard Road,Havre,MT,59501,USA
,"J.E. Meuret Grain Company, Inc. Creighton",1989303,11/10/2025 12:00 PM,,Grain,,Office (402-842-2515),PO Box 146,Brunswick,NE,68720,USA,206 Main Street,Creighton,NE,68729,USA
,JTH Inc. ,1989389,10/1/2025 12:00 PM,,Feed,,Mill (260-336-9140);Office (260-593-2623),8117 West 1200 North,Ligonier,IN,46767,USA,8117 West 1200 North,Ligonier,IN,46767,USA
,J.W. Vittetoe Pork - CLOSED,1989390,,,Feed,319-653-7230,Office (319-653-4933),2504 Quince Avenue,Washington,IA,52353,USA,2504 Quince Avenue,Washington,IA,52353,USA
,KMAX ,1989391,9/21/2025 12:00 PM,,Feed,,Mill (319-240-9076);Office (641-393-2691),16259 Fir Avenue,Elma,IA,50628,USA,6949 170th Street,Elma,IA,50628,USA
,Willamette Egg Farms Canby,1989473,10/19/2025 12:00 PM,,Feed,503-651-2095,Mill (503-829-6881);Office (800-824-2587),31348 South Hwy 170 (main plant),Canby,OR,97013,USA,31348 South Hwy 170 (main plant),Canby,OR,97013,USA
,Pillen Family Farms Columbus,1989525,1/9/2026 12:00 PM,,Feed,402-564-9055,Office (402-564-0407),3214-25th Street,Columbus,NE,68601,USA,3214-25th Street,Columbus,NE,68601,USA
,Pincher Creek Colony,1989526,,,Feed,403-627-2077,Mill (403-627-3696);Office (403-628-2028),Box 1028,Pincher Creek,AB,T0K 1W0,Canada,Box 1028,Pincher Creek,AB,T0K 1W0,Canada
,Scott Leystras,1989578,,,Feed,,Office (519-312-1715),4751 Old Walnut Road,Watford,ON,N0M 2S0,Canada,4751 Old Walnut Road,Watford,ON,N0M 2S0,Canada
,Scova Dairy,1989579,9/17/2025 12:00 PM,,Feed,,Office (403-358-8492),RR 1 Site 1 Box 4,Ponoka,AB,T4J 1R1,Canada,RR 1 Site 1 Box 4,Ponoka,AB,T4J 1R1,Canada
,Vaske Hog Farm,1992628,12/13/2025 12:00 PM,,Feed,,Office (515-885-2059),3609 110th Avenue,Bancroft,IA,50517,USA,3609 110th Avenue,Bancroft,IA,50517,USA
,John Vehof,1992629,8/23/2025 12:00 PM,,Feed,,Office (519-454-4369),RR1,Bright,ON,N0J 1B0,Canada,RR1,Bright,ON,N0J 1B0,Canada
,Van Sluys Dairy Solutions,1992626,2/1/2026 12:00 PM,,Cattle,,Office (403-892-8891),146 Broxburn Blvd,Lethbridge County,AB,T1J 4P4,Canada,146 Broxburn Blvd,Lethbridge County,AB,T1J 4P4,Canada
,"J.E. Meuret Grain Company, Inc. Copenhagen, Plainview",2029357,9/12/2025 12:00 PM,,Grain,,Office (402-518-3076),PO Box 146,Brunswick,NE, 68720,USA,53100 863 Road,Plainview,NE,68769,USA
,Sunrise Ag Cooperative,2029576,,,Feed,,Office (320-468-6433),9361 Creamery Drive,Buckman,MN,56317,USA,9361 Creamery Drive,Buckman,MN,56317,USA
,Mid State Milling State Center,2029543,8/24/2025 12:00 PM,,Feed,641-483-2589,Office (641-483-2239);Mill (641-751-0462),408 3rd Street,State Center,IA,50247,USA,408 3rd Street,State Center,IA,50247,USA
,Nelson Tubs LLC,2077457,10/30/2025 12:00 PM,,Feed,,Mill ( 320-626-0019);Office (320-562-2413),961 First St N,Dassel,MN,55325,USA,961 First St N,Dassel,MN,55325,USA
,New Vision Cooperative Magnolia,2174058,,,Feed,,,,,,,,1856 County Hwy 4,Magnolia,MN,56158,USA
,VitaGold Brands Mill 1,2178472,,,Feed,760-745-3318,Office (760-745-3211),135 S. Quince Street,Escondido,CA,92025,USA,135 S. Quince Street,Escondido,CA,92025,USA
,Doon Elevator Feed Mill 2,2178730,2/1/2026 12:00 PM,,Feed,,Office (712-726-3215),301 Gere Ave,Doon,IA,51235,USA,301 Gere Ave,Doon,IA,51235,USA
,Nutrien Ag Solutions Pipestone,2179166,4/10/2026 12:00 PM,,Agronomy-Dry,,Office (507-825-2008),,,,,,653 81st Street,Pipestone,MN,56164,USA
,Thompson Farms,2174166,4/1/2026 12:00 PM,,Feed,,Mill (937-382-4072);Office (937-382-4072),558 Smith Road #9245,Wilmington,OH,45177,USA,558 Smith Road #9245,Wilmington,OH,45177,USA
,Spillville Organic Mill,2179374,11/6/2025 12:00 PM,,Feed,,,331 3rd St NW,Waucoma,IA,52171,USA,1907 County Rd W14,Calmar,IA,52132,USA
,Upland Colony,2188637,10/6/2025 12:00 PM,,Feed,,Mobile (605-770-7240 Kenneth's Cell),24221 412th Street,Artesian,SD,57314,USA,24221 412th Street,Artesian,SD,57314,USA
,Franklin Feed And Supply Letterkenny,2188242,4/17/2026 12:00 PM,,Feed,,Office (7178300494);Office ();Office (717-264-6148),,,,,,380 Development Ave,Chambersburg,PA,17201,USA
,Mountain West Ag Services #2 NEW,2209114,12/1/2025 12:00 PM,,Feed,406-374-2450,Office (406-374-2486),23375 US Hwy 191,Garneill,MT,59453,USA,23375 US Hwy 191,Garneill,MT,59453,USA
,Farmers Cooperative Remsen,2209284,3/20/2026 12:00 PM,,Feed,,,,,,,,6 South Washington Street,Remsen,IA,51050,USA
,Nature Feed Centre,2206988,2/11/2026 12:00 PM,,Feed,,Office (519-424-2540),,,,,,593797 Hwy 59,Burgessville,ON,N0J 1C0,Canada
,Fairville Colony,2188389,1/18/2026 12:00 PM,,Feed,,,,,,,,PO Box 1020,Bassano,AB,T0J 0B0,Canada
,Pacific Elements,2218611,,,Feed,,Office (209-541-1216),"3220 W Monte Vista Avenue#330",Turlock,CA ,95380,USA,5001 Prairie Flower Road,Ceres,CA,95307,USA
,Wolf Creek Colony,2223020,5/29/2026 12:00 PM,,Feed,,,,,,,,Box 266,Stirling,AB,T0K 2E0,Canada
,Wreden Ranch,2341222,,,Cattle,,,1130 Stuart Drive,Merced,CA,95341,USA,8749 Lansing Ave,Hanford,CA,93230,USA
,Louisiana State University,2342354,,,Feed,,,110 Thomas Rd,Baton Rouge,LA,70807,USA,,,,,
,Valley Agronomics,2335378,9/1/2025 12:00 PM,,Agronomy-Dry,,,,,,,,2003 S Highway 191,Rexburg,ID,83440,USA
,Red Rooster Brew Werks And Distillery,2350255,,,Brewery,,,,,,,,125 E Seward Street,Hillsboro,IL,62049,USA
,White Gold Mills,2350525,,,Feed,,Office (870-343-5030),5170 Sanderlin 205,Memphis,TN,38117,USA,5761 S Highway 61,Wilson,AR,72395,USA
,Golden Prairie Colony,2495154,5/31/2026 12:00 PM,,Feed,,Mill (306-662-9313),,,,,,Big Stick No. 141,Golden Prairie,SK,SK S0N,Canada
,4+ Feeders LLC,2530412,9/22/2025 12:00 PM,,Cattle,,,3200 2nd Street,Neosho,MO,64850,USA,43145 Road 758,Lexington,NE,68850,USA
,Genesis Fertilizers,2530416,10/1/2025 12:00 PM,,Agronomy-Dry,,Office (306-321-4133),,,,,,"NW Quarter of Section 22Township 17: Range 24Rural Municipality of Pense, SK",Belle Plaine,SK,S0G 0G0,Canada
,Roggen Farmers Elevator,2529593,3/2/2026 12:00 PM,,Feed,,Office (479-561-9899),PO Box 8,Roggen,CO,80652,USA,36402 Weld County Rd 24.5,Roggen,CO,80652,USA
,Corn LP,2711283,,,Other,,,,,,,,1303 Highway 3 East,Goldfield,IA,50542,USA
,Michael Foods Le Sueur,2712988,5/5/2026 12:00 PM,,Feed,,Office (507-665-8709);Mill (507-665-8500),34187 County Road 20,Le Sueur,MN,56058,USA,34187 County Road 20,Le Sueur,MN,56058,USA
,Growmark Seneca,2747770,7/22/2025 12:00 PM,,Agronomy-Dry,,,,,,,,520 Shipyard Road,Seneca,IL,61360,USA
,Bone Creek Colony,2793206,,,Feed,,Office (306-297-4192),,,,,,Box 60,Gull Lake,SK,S0N 1A0,Canada
,Wheatland Colony,2795717,,,Feed,,Office (306-587-2458),Box 110,Cabri,SK,S0N 0J0,Canada,Box 110,Cabri,SK,S0N 0J0,Canada
,Cal Maine Foods Flatonia,2793213,6/1/2026 12:00 PM,,Feed,,Office (979-453-1379),3320 Woodrow Wilson Drive,Jackson,MS,39203,USA,112 W Sixth Street,Flatonia,TX,78941,USA
,AMVC Hamlin Feedmill LLC ,2786303,8/21/2025 12:00 PM,,Feed,,,,,,,,2287 Lark Ave,Hamlin,IA,50637,USA
,Chandler Coop Lake Wilson,2799903,3/28/2026 12:00 PM,,Agronomy-Dry,,,907 MN 91,Lake Wilson,MN,56151,USA,907 MN 91,Lake Wilson,MN,56151,USA
,Cal Maine Foods Shady Dale,2794483,6/1/2026 12:00 PM,,Feed,,,1052 Highland Colony Parkway #200,Ridgeland,MS,39157,USA,3510 Eatonton Highway,Shady Dale,GA,31085,USA
,Winfield United Pacific Junction,2829688,,,Feed,,,,,,,,60597 185th Street,Pacific Junction,IA,51561,USA
,Farmers Union Coop Ossian,2835836,,,Feed,,,1913 Country Road B32,Ossian,IA,52161,USA,1913 Country Road B32,Ossian,IA,52161,USA
12/5/22 all invoices get emailed to hermistonfeedorder@chsinc.com - per email from Misti Thompson,Cenex Harvest States Hermiston (CHS),2004216,1/1/2026 12:00 PM,,Feed,541-564-0354,Office (541-564-0355),30797 Feedville Rd,Hermiston,OR,97838,USA,30797 Feedville Rd,Hermiston,OR,97838,USA
"21st Century Cooperative Co is a Construction company located in 74757 Richland Rd, Massena, Iowa, United States.",21st Century Coop (Twenty First),1980421,4/26/2026 12:00 PM,www.21stcoop.com,Feed,,Mill (641-745-8511);Mill (641-745-3371),PO Box 80,Cumberland,IA,50843,USA,220 West Washington Street,Fontanelle,IA,50846,USA
also contact Chad for updates,Hitch Mills,2502673,8/19/2025 12:00 PM,,Feed,,Office (580-652-2494),309 Northridge Circle,Guymon,OK,73942,USA,3830 Road O,Guymon,OK,73942,USA
